break_even_fee_per_leg,cycle_p50_seconds,cycle_p90_seconds,cycle_p95_seconds,cycle_p99_seconds,cycles,gross_edge_bps,high,high_trade_count,high_visits,low,low_trade_count,low_visits,max_cycle_seconds,net_edge_scenarios,rank,spread_pct,tick_distance,utc_date,volume_at_high,volume_at_low
0.0001501726986033939029884367022,6810.97644150,11571.65062190,12166.73489445,12642.80231249,2,3.003905076599579453289280000,0.999,7961,1303,0.9987,31217,4729,12761.819167,"{'ZERO': '0.000300390507659957945328928', 'MAKER_A_0.2BP': '0.000260379292263959466980681', 'MAKER_B_0.5BP': '0.000200365469861081893336994', 'STRESS_1BP': '0.000100350433565835365997795'}",10,0.030039050765995794532892800,3,2026-01-22,5983877.00000000,27522303.00000000
0.00005008765339343851740545955422,1.04073200,9.64126620,17.11972070,43.74822514,3003,1.001803245842516529753560000,0.9983,26897,4319,0.9982,32546,4537,11843.119857,"{'ZERO': '0.000100180324584251652975356', 'MAKER_A_0.2BP': '0.000060177117435411259717102', 'MAKER_B_0.5BP': '1.75306802682306277393E-7', 'STRESS_1BP': '-0.0000998197114770590662833136'}",1,0.010018032458425165297535600,1,2026-01-23,29585093.00000000,39900697.00000000
0.00005009267144216801082001703151,1.04654500,13.34323360,25.18695720,86.59582592,1533,1.001903616872056908125440000,0.9982,32546,4537,0.9981,16735,1861,1931.763127,"{'ZERO': '0.000100190361687205690812544', 'MAKER_A_0.2BP': '0.000060187154136889208914549', 'MAKER_B_0.5BP': '1.85342901976231716417E-7', 'STRESS_1BP': '-0.0000998096763813248972668107'}",2,0.010019036168720569081254400,1,2026-01-23,39900697.00000000,24096124.00000000
0.00005008263634997746281364251014,0.84897700,8.43012720,13.74255570,50.41266010,1315,1.001702894921366322748670000,0.9984,15997,2326,0.9983,26897,4319,23693.916621,"{'ZERO': '0.000100170289492136632274867', 'MAKER_A_0.2BP': '0.000060167082744691895704308', 'MAKER_B_0.5BP': '1.65272714026324127047E-7', 'STRESS_1BP': '-0.0000998297445623563457537848'}",3,0.010017028949213663227486700,1,2026-01-23,15573962.00000000,29585093.00000000
0.00005006759124818504981725329194,2.34321200,14.06889600,22.70977500,41.99490850,1126,1.001401962747846985780090000,0.9987,7911,1166,0.9986,6254,1574,359.342767,"{'ZERO': '0.000100140196274784698578009', 'MAKER_A_0.2BP': '0.000060136990731044581992398', 'MAKER_B_0.5BP': '1.35182505845667059727E-7', 'STRESS_1BP': '-0.0000998598317616666132305255'}",4,0.010014019627478469857800900,1,2026-01-23,3907335.00000000,5889003.00000000
0.00005007762031148279833742300566,1.26019900,13.30822750,19.72219560,47.73712142,1010,1.001602564102564102564100000,0.9985,9814,1458,0.9984,15997,2326,42928.266379,"{'ZERO': '0.000100160256410256410256410', 'MAKER_A_0.2BP': '0.000060157050064126922589753', 'MAKER_B_0.5BP': '1.55240635404127229536E-7', 'STRESS_1BP': '-0.0000998397756378208333012853'}",5,0.010016025641025641025641000,1,2026-01-23,12174984.00000000,15573962.00000000
0.00005007260527765259626458364629,0.60956100,10.00208720,16.33555890,40.43841522,447,1.001502253380070105157740000,0.9986,6254,1574,0.9985,9814,1458,48109.180096,"{'ZERO': '0.000100150225338007010515774', 'MAKER_A_0.2BP': '0.000060147019393112388127801', 'MAKER_B_0.5BP': '1.45210566211799575269E-7', 'STRESS_1BP': '-0.0000998498047040563845468232'}",6,0.010015022533800701051577400,1,2026-01-23,5889003.00000000,12174984.00000000
0.00005009769049646811281999899805,0.81745050,9.02859780,13.40171005,25.37507505,328,1.002004008016032064128260000,0.9981,16735,1861,0.998,521,328,34.902303,"{'ZERO': '0.000100200400801603206412826', 'MAKER_A_0.2BP': '0.000060197192849730179745102', 'MAKER_B_0.5BP': '1.95381012512500627474E-7', 'STRESS_1BP': '-0.0000997996392745494989579198'}",7,0.010020040080160320641282600,1,2026-01-23,24096124.00000000,232451.00000000
0.00005006257822277847309136420526,5.45532700,22.57804720,147.33144305,4642.15494837,40,1.001301692199859817763090000,0.9988,116,40,0.9987,7911,1166,6102.303528,"{'ZERO': '0.000100130169219985981776309', 'MAKER_A_0.2BP': '0.000060126964077320035655961', 'MAKER_B_0.5BP': '1.25156453702297362352E-7', 'STRESS_1BP': '-0.0000998698568112548913327352'}",8,0.010013016921998598177630900,1,2026-01-23,29888.00000000,3907335.00000000
0.0001001903616872056908125438333,207.62273400,1014.22300560,1329.15388530,1643.98729146,15,2.004008016032064128256510000,0.9982,32546,4537,0.998,521,328,1722.695643,"{'ZERO': '0.000200400801603206412825651', 'MAKER_A_0.2BP': '0.000160393585715460039496605', 'MAKER_B_0.5BP': '0.000100385762275012501879916', 'STRESS_1BP': '3.80723450701022082161E-7'}",9,0.020040080160320641282565100,2,2026-01-23,39900697.00000000,232451.00000000
0.0001001803245842516529753556402,432.41199000,3784.44583550,7812.11992475,11034.25919615,10,2.003807233744113816250880000,0.9983,26897,4319,0.9981,16735,1861,11839.794014,"{'ZERO': '0.000200380723374411381625088', 'MAKER_A_0.2BP': '0.000160373508289778097835498', 'MAKER_B_0.5BP': '0.000100365686053939964057804', 'STRESS_1BP': '3.60649237150225464379E-7'}",10,0.020038072337441138162508800,2,2026-01-23,29585093.00000000,24096124.00000000
0.00005012782595618828011429144318,4.13695000,27.31813660,44.43073500,96.68257456,1252,1.002606777621816723481050000,0.9975,9199,1471,0.9974,6308,1463,1144.504005,"{'ZERO': '0.000100260677762181672348105', 'MAKER_A_0.2BP': '0.000060257467399278443145795', 'MAKER_B_0.5BP': '2.55651945696278450565E-7', 'STRESS_1BP': '-0.0000997393743681577300461251'}",1,0.010026067776218167234810500,1,2026-01-24,13218949.00000000,12605035.00000000
0.00005010773162298942726862754923,9.42065200,59.38430480,97.70885080,156.54421854,622,1.002204850671477249949890000,0.9979,3862,987,0.9978,6636,700,779.911564,"{'ZERO': '0.000100220485067147724994989', 'MAKER_A_0.2BP': '0.000060217276311920143637616', 'MAKER_B_0.5BP': '2.15463269730881064686E-7', 'STRESS_1BP': '-0.0000997795590254564441330972'}",2,0.010022048506714772499498900,1,2026-01-24,6777737.00000000,12615068.00000000
0.00005009769049646811281999899805,1.89802250,30.53220350,58.34973125,219.02945430,496,1.002004008016032064128260000,0.9981,2422,661,0.998,8175,861,4754.707127,"{'ZERO': '0.000100200400801603206412826', 'MAKER_A_0.2BP': '0.000060197192849730179745102', 'MAKER_B_0.5BP': '1.95381012512500627474E-7', 'STRESS_1BP': '-0.0000997996392745494989579198'}",3,0.010020040080160320641282600,1,2026-01-24,1464658.00000000,14270934.00000000
0.00005010271055664111428428277970,3.78256050,23.41720230,36.59126555,73.55924969,364,1.002104419280489026956610000,0.998,8175,861,0.9979,3862,987,4978.103879,"{'ZERO': '0.000100210441928048902695661', 'MAKER_A_0.2BP': '0.000060207233574538850940588', 'MAKER_B_0.5BP': '2.05421134895755462753E-7', 'STRESS_1BP': '-0.0000997896001561282893656721'}",4,0.010021044192804890269566100,1,2026-01-24,14270934.00000000,6777737.00000000
0.00005011777677542224226933293239,1.71579200,21.55014200,38.82876300,150.44046135,236,1.002405773857257417802730000,0.9977,1836,314,0.9976,3094,455,3162.207665,"{'ZERO': '0.000100240577385725741780273', 'MAKER_A_0.2BP': '0.000060237367826821490835620', 'MAKER_B_0.5BP': '2.35553579177496618353E-7', 'STRESS_1BP': '-0.0000997594707249403367602293'}",5,0.010024057738572574178027300,1,2026-01-24,2202455.00000000,5497968.00000000
