config,cycles,marked_return,open_position
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",6344,0.880036273,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",6235,0.862514255,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",5390,0.708941817,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",5390,0.708941817,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",339,0.068207754,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",339,0.068207754,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",51,0.012469159,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",51,0.012469159,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",5390,0.708941817,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",5366,0.707575905,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5127,0.664542089,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5127,0.664542089,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",306,0.061185738,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",306,0.061185738,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",46,0.010955246,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",46,0.010955246,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5127,0.664542089,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5116,0.663544152,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",6534,0.91602027,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",6534,0.91602027,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",127,0.020801372,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",127,0.020801372,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",42,0.009738472,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",42,0.009738472,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",6534,0.91602027,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",6311,0.874467867,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",8816,1.407618175,True
"{""distances"": [1], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",8816,1.407618175,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",114,0.018161888,True
"{""distances"": [2], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",114,0.018161888,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",51,0.013279587,True
"{""distances"": [3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",51,0.013279587,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",8816,1.407618175,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 240, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",8577,1.351634763,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",5017,0.643963917,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",5017,0.643963917,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",425,0.086735686,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",425,0.086735686,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",65,0.016727368,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",65,0.016727368,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",5017,0.643963917,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",6367,0.884464827,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",4722,0.596182974,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",4722,0.596182974,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",405,0.0823974,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",405,0.0823974,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",62,0.015812847,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",62,0.015812847,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",4722,0.596182974,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",4722,0.596182974,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",7891,1.194505114,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",7891,1.194505114,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",322,0.0645803,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",322,0.0645803,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",45,0.010646669,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",45,0.010646669,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",7891,1.194505114,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",7891,1.194505114,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5306,0.694327164,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5306,0.694327164,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",314,0.062884008,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",314,0.062884008,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",43,0.010042375,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",43,0.010042375,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5306,0.694327164,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5306,0.694327164,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",4907,0.628994072,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",4907,0.628994072,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",146,0.02468778,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",146,0.02468778,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",73,0.019984803,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",73,0.019984803,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",4907,0.628994072,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",4907,0.628994072,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",4656,0.587743056,True
"{""distances"": [1], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",4656,0.587743056,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",88,0.012876986,True
"{""distances"": [2], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",88,0.012876986,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",61,0.016323786,True
"{""distances"": [3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",61,0.016323786,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",4656,0.587743056,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 360, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",4656,0.587743056,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",7485,1.111390131,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",7485,1.111390131,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",420,0.085765639,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",420,0.085765639,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",80,0.022433088,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",80,0.022433088,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",7485,1.111390131,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",7374,1.08932455,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",7902,1.204606841,False
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",7902,1.204606841,False
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",388,0.078840979,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",388,0.078840979,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",77,0.021513852,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",77,0.021513852,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",7891,1.202400915,False
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",7775,1.181347663,False
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",6398,0.893399666,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",6398,0.893399666,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",330,0.066397355,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",330,0.066397355,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",59,0.01601463,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",59,0.01601463,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",6398,0.893399666,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",6398,0.893399666,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5534,0.736567645,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5534,0.736567645,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",311,0.062359819,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",311,0.062359819,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",61,0.01662564,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",61,0.01662564,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",5534,0.736567645,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",5534,0.736567645,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",4470,0.559470297,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",4470,0.559470297,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",156,0.026743254,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",156,0.026743254,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",61,0.016727719,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",61,0.016727719,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY""}",4470,0.559470297,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 240, ""score"": ""FREQUENCY_MARGIN""}",4470,0.559470297,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",4163,0.51233536,True
"{""distances"": [1], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",4163,0.51233536,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",100,0.015313116,True
"{""distances"": [2], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",100,0.015313116,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",52,0.013988835,True
"{""distances"": [3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",52,0.013988835,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY""}",4163,0.51233536,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 720, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 360, ""score"": ""FREQUENCY_MARGIN""}",4163,0.51233536,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",7457,1.104597695,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",7457,1.104597695,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",396,0.080475912,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",396,0.080475912,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",78,0.021823089,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",78,0.021823089,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY""}",7457,1.104597695,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 15, ""score"": ""FREQUENCY_MARGIN""}",7457,1.104597695,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",6996,1.009714356,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",6996,1.009714356,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",379,0.076810614,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",379,0.076810614,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",76,0.021210468,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",76,0.021210468,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY""}",6996,1.009714356,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 30, ""score"": ""FREQUENCY_MARGIN""}",6996,1.009714356,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",6634,0.938231636,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",6634,0.938231636,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",330,0.066309068,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",330,0.066309068,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",58,0.015710832,True
"{""distances"": [3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",58,0.015710832,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY""}",6634,0.938231636,True
"{""distances"": [1, 2, 3], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 60, ""score"": ""FREQUENCY_MARGIN""}",6634,0.938231636,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",8667,1.375506514,True
"{""distances"": [1], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",8667,1.375506514,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY""}",290,0.057818864,True
"{""distances"": [2], ""lookback_minutes"": 1440, ""maker_rate_per_leg"": ""0"", ""operating_minutes"": 120, ""score"": ""FREQUENCY_MARGIN""}",290,0.057818864,True
